SI,Name,Manufacturer,Location,Fuel_Type,Transmission,Owner_Type,Engine CC,Power,Seats,Mileage Km/L,Price,Year,Kilometers_Driven
5314,Hyundai Grand i10 1.2 CRDi Sportz,Hyundai,Kochi,Diesel,Manual,First,1186,73.97,5,24,6.28,2018,32663
5315,Mahindra Scorpio SLE BSIV,Mahindra,Delhi,Diesel,Manual,Second,2179,120,8,12.05,4.88,2012,76777
5316,Tata Bolt Quadrajet XE,Tata,Hyderabad,Diesel,Manual,First,1248,74,5,22.95,3.7,2016,100303
5317,Hyundai EON Era Plus,Hyundai,Kochi,Petrol,Manual,First,814,55.2,5,21.1,3.45,2015,43993
5318,Mahindra Scorpio S8 8 Seater,Mahindra,Kochi,Diesel,Manual,First,2179,120,8,15.4,10.23,2016,72118
5319,Honda Accord 2001-2003 2.0 AT,Honda,Bangalore,Petrol,Automatic,Second,2354,142,5,11.1,6.5,2010,83000
5320,Volkswagen Polo 1.2 MPI Highline,Volkswagen,Mumbai,Petrol,Manual,First,1199,74,5,16.2,6.15,2016,7523
5321,Maruti Eeco 7 Seater Standard,Maruti,Mumbai,Petrol,Manual,First,1196,73,7,15.1,2.9,2014,34670
5322,Hyundai Grand i10 CRDi Sportz,Hyundai,Ahmedabad,Diesel,Manual,First,1120,70,5,24,5.5,2016,30000
5323,Ford Endeavour 3.2 Titanium AT 4X4,Ford,Chennai,Diesel,Automatic,First,3198,197,7,10.91,31,2017,17000
5324,Hyundai Grand i10 1.2 CRDi Sportz,Hyundai,Delhi,Diesel,Manual,First,1186,73.97,5,24,4.25,2015,59261
5325,Maruti Swift VDI,Maruti,Kochi,Diesel,Manual,First,1248,74,5,22.9,5.48,2016,65210
5326,Hyundai i20 1.2 Asta Option,Hyundai,Bangalore,Petrol,Manual,First,1197,81.83,5,18.6,7.25,2016,19000
5327,Maruti Swift Dzire VXi,Maruti,Hyderabad,Petrol,Manual,First,1298,85.8,5,17.5,3,2012,50000
5328,BMW 3 Series 320d Luxury Line,BMW,Hyderabad,Diesel,Automatic,First,1995,190,5,22.69,29.5,2015,47000
5329,Honda City ZX GXi,Honda,Mumbai,Petrol,Manual,Second,1497,78,5,17.7,1.49,2007,75000
5330,Hyundai i10 Sportz 1.2 AT,Hyundai,Pune,Petrol,Automatic,First,1197,78.9,5,16.95,3.65,2013,54534
5331,Ford Ecosport Signature Edition Diesel,Ford,Ahmedabad,Diesel,Manual,First,1498,98.96,5,23,10.9,2018,13000
5332,Maruti Celerio ZXI MT,Maruti,Bangalore,Petrol,Manual,First,998,67.04,5,23.1,4.3,2015,48808
5333,Maruti Ertiga VDI,Maruti,Pune,Diesel,Manual,Second,1248,88.76,7,20.77,6.11,2012,63001
5334,Toyota Innova 2.5 V Diesel 8-seater,Toyota,Hyderabad,Diesel,Manual,First,2494,102,8,12.8,15.5,2015,64771
5335,Honda City i VTEC SV,Honda,Mumbai,Petrol,Manual,First,1497,117.3,5,17.8,6.9,2016,34634
5336,Maruti Swift Dzire VXI,Maruti,Bangalore,Petrol,Manual,First,1197,85.8,5,19.1,4.69,2012,69242
5337,Maruti Ritz LXi,Maruti,Kochi,Petrol,Manual,First,1197,85.8,5,18.5,3.19,2011,33292
5338,Hyundai i20 Sportz AT 1.4,Hyundai,Pune,Petrol,Automatic,Second,1396,98.6,5,15,3.75,2012,55000
5339,Hyundai i20 Active SX Dual Tone Petrol,Hyundai,Pune,Petrol,Manual,First,1197,81.86,5,17.19,8.6,2019,1000
5340,Honda City 1.5 E MT,Honda,Chennai,Petrol,Manual,Second,1497,118,5,17,3.85,2011,80000
5341,Porsche Cayenne S Diesel,Porsche,Coimbatore,Diesel,Automatic,First,4134,382,5,13.6,67.83,2016,65003
5342,Honda Amaze VX i-VTEC,Honda,Coimbatore,Petrol,Manual,First,1198,86.7,5,17.8,9.31,2019,16573
5343,Honda Civic 2006-2010 1.8 S AT,Honda,Pune,Petrol,Automatic,First,1799,130,5,12.9,3,2008,152633
5344,Hyundai i20 Magna 1.2,Hyundai,Bangalore,Petrol,Manual,First,1197,81.83,5,18.6,5.5,2015,53000
5345,Hyundai Creta 1.6 CRDi SX,Hyundai,Hyderabad,Diesel,Manual,First,1582,126.2,5,19.67,13.3,2017,50129
5346,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Audi,Hyderabad,Diesel,Automatic,First,1968,174.33,5,15.73,23,2013,63716
5347,Maruti Alto 800 2016-2019 LXI,Maruti,Mumbai,Petrol,Manual,First,796,47.3,5,24.7,3.35,2018,11000
5348,BMW X1 sDrive 20d Exclusive,BMW,Chennai,Diesel,Automatic,Third,1995,177,5,15.06,10,2012,115000
5349,Hyundai i10 Magna,Hyundai,Delhi,Petrol,Manual,First,1197,78.9,5,20.36,2.95,2013,63265
5350,Volkswagen Ameo 1.5 TDI Highline,Volkswagen,Pune,Diesel,Manual,First,1498,108.62,5,21.66,6.75,2016,20000
5351,Volkswagen Polo Petrol Highline 1.2L,Volkswagen,Pune,Petrol,Manual,Third,1198,73.9,5,16.47,2.44,2010,79000
5352,Maruti Ciaz VXi Plus,Maruti,Mumbai,Petrol,Manual,First,1373,91.1,5,20.73,5.85,2015,41000
5353,Volkswagen Polo GT TSI,Volkswagen,Kochi,Petrol,Automatic,First,1197,103.5,5,17.21,7.4,2015,26323
5354,Hyundai Xcent 1.1 CRDi Base,Hyundai,Pune,Diesel,Manual,First,1120,71,5,24.4,3.8,2016,76000
5355,Honda Civic 2006-2010 1.8 S MT,Honda,Hyderabad,Petrol,Manual,First,1799,130,5,13.5,3.8,2008,69972
5356,Honda City ZX GXi,Honda,Kolkata,Petrol,Manual,First,1497,78,5,17.7,2.7,2008,69000
5357,Mahindra Bolero ZLX,Mahindra,Jaipur,Diesel,Manual,First,2523,62.1,7,15.96,7.21,2016,65000
5358,Honda City i VTEC V,Honda,Hyderabad,Petrol,Manual,First,1497,117.3,5,17.4,7.9,2016,29512
5359,Hyundai Xcent 1.2 CRDi S,Hyundai,Kolkata,Diesel,Manual,First,1186,73.97,5,25.4,4.2,2017,51000
5360,Renault Duster 110PS Diesel RxL,Renault,Mumbai,Diesel,Manual,First,1461,108.45,5,19.01,5.75,2014,58003
5361,Maruti A-Star AT VXI,Maruti,Hyderabad,Petrol,Automatic,First,998,66.1,5,16.98,3.45,2013,56500
5362,Audi A4 2.0 TDI 177 Bhp Premium Plus,Audi,Bangalore,Diesel,Automatic,First,1968,174.33,5,17.11,25.75,2014,29063
5363,Mahindra XUV500 W8 2WD,Mahindra,Coimbatore,Diesel,Manual,First,2179,140,7,16,16.59,2018,46811
5364,Renault Pulse Petrol RxZ,Renault,Coimbatore,Petrol,Manual,First,1198,74.96,5,18.06,4.69,2014,31897
5365,BMW 3 Series 320d,BMW,Mumbai,Diesel,Automatic,Second,1995,170,5,13.2,7.5,2009,52100
5366,Toyota Innova Crysta 2.4 GX MT,Toyota,Hyderabad,Diesel,Manual,First,2393,147.8,7,13.68,16.5,2016,73000
5367,Honda City 1.5 S MT,Honda,Kolkata,Petrol,Manual,First,1497,118,5,17,1.99,2009,31423
5368,Maruti Swift VDI,Maruti,Chennai,Diesel,Manual,First,1248,74,5,22.9,5.25,2014,75180
5369,Renault Duster 110PS Diesel RxZ Plus,Renault,Mumbai,Diesel,Manual,Second,1461,108.45,5,19.64,5.4,2013,75000
5370,Volkswagen Polo 1.2 MPI Comfortline,Volkswagen,Mumbai,Petrol,Manual,First,1198,74,5,16.47,3.9,2014,15000
5371,Hyundai i20 Active 1.2 S,Hyundai,Mumbai,Petrol,Manual,First,1197,81.86,5,17.19,5.8,2015,12000
5372,BMW 5 Series 2013-2017 520d Luxury Line,BMW,Pune,Diesel,Automatic,First,1995,190,5,18.12,30.5,2014,32000
5373,Maruti Swift Dzire LDI,Maruti,Hyderabad,Diesel,Manual,First,1248,74,5,23.4,5.6,2017,44504
5374,Mercedes-Benz M-Class ML 350 4Matic,MercedesBenz,Ahmedabad,Diesel,Automatic,First,2987,165,5,0,23,2012,66000
5375,Maruti Swift LDI,Maruti,Jaipur,Diesel,Manual,First,1248,74,5,28.4,5.15,2015,39437
5376,Hyundai Verna 1.6 CRDI AT SX Option,Hyundai,Coimbatore,Diesel,Automatic,First,1582,126.2,5,19.08,9.48,2017,36931
5377,Tata Nano XTA,Tata,Bangalore,Petrol,Automatic,Second,624,37.48,4,21.9,2.38,2016,17800
5378,Maruti Swift Dzire LXi,Maruti,Hyderabad,Petrol,Manual,First,1298,85.8,5,17.5,3.8,2009,71346
5379,Hyundai i20 Asta Option 1.2,Hyundai,Delhi,Petrol,Manual,Second,1197,81.83,5,18.6,5.5,2015,45000
5380,Hyundai i20 1.2 Sportz,Hyundai,Hyderabad,Petrol,Manual,First,1197,80,5,17,3.55,2010,85155
5381,Maruti Ciaz ZXi,Maruti,Mumbai,Petrol,Manual,First,1373,91.1,5,20.73,6.35,2015,48823
5382,Land Rover Range Rover 2.2L Prestige,Land,Delhi,Diesel,Automatic,First,2179,187.7,5,12.7,36,2015,37000
5383,Tata Indigo LX BSII,Tata,Hyderabad,Diesel,Manual,Second,1405,70,5,16.1,1.1,2005,92000
5384,Tata Zest Revotron 1.2T XM,Tata,Mumbai,Petrol,Manual,First,1193,88.7,5,17.57,3.7,2014,36000
5385,Mahindra XUV500 W10 1.99 mHawk,Mahindra,Delhi,Diesel,Manual,First,1997,140,7,16,13.5,2016,24569
5386,Honda Accord 2.4 AT,Honda,Mumbai,Petrol,Automatic,Third,2354,177.6,5,11.7,2.85,2008,95000
5387,Tata Nano Twist XT,Tata,Coimbatore,Petrol,Manual,Second,624,37.5,4,25.4,2.13,2015,25811
5388,Hyundai Elantra CRDi S,Hyundai,Ahmedabad,Diesel,Manual,First,1582,126.2,5,22.7,7.75,2015,65000
5389,Tata Indica V2 eLS,Tata,Chennai,Diesel,Manual,First,1396,69,5,25,2.85,2017,100400
5390,Honda Amaze S i-Dtech,Honda,Jaipur,Diesel,Manual,First,1498,98.6,5,25.8,4.95,2014,76414
5391,Mahindra XUV500 W8 2WD,Mahindra,Kochi,Diesel,Manual,First,2179,140,7,15.1,6.2,2012,82103
5392,BMW X3 xDrive 20d Expedition,BMW,Pune,Diesel,Automatic,First,1995,190,5,18.56,17.5,2013,98000
5393,Hyundai Grand i10 1.2 Kappa Magna,Hyundai,Pune,Petrol,Manual,First,1197,81.86,5,18.9,2.25,2010,45252
5394,Maruti Baleno Zeta 1.2,Maruti,Delhi,Petrol,Manual,First,1197,83.1,5,21.4,6.75,2017,10300
5395,Hyundai Verna 1.6 CRDi AT SX,Hyundai,Kochi,Diesel,Automatic,First,1582,126.2,5,19.08,9.73,2016,42024
5396,Maruti Ertiga VDI,Maruti,Kochi,Diesel,Manual,First,1248,88.5,7,25.47,8.49,2018,51236
5397,Mini Cooper S Carbon Edition,Mini,Mumbai,Petrol,Automatic,First,1598,181,4,13.6,25,2013,52000
5398,Maruti Ritz ZDi,Maruti,Coimbatore,Diesel,Manual,First,1248,73.94,5,23.2,5.59,2015,42894
5399,Skoda Laura L n K 1.9 PD AT,Skoda,Mumbai,Diesel,Automatic,First,1896,106,5,15.6,4.8,2011,68000
5400,Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,Delhi,Diesel,Manual,First,1498,89.84,5,22.7,5.45,2014,69000
5401,Hyundai i20 2015-2017 Sportz 1.2,Hyundai,Pune,Petrol,Manual,First,1197,81.83,5,18.6,6.5,2017,10000
5402,Honda Brio E MT,Honda,Chennai,Petrol,Manual,First,1198,86.8,5,19.4,4.35,2015,16000
5403,Honda Amaze S i-Dtech,Honda,Kolkata,Diesel,Manual,First,1498,98.6,5,25.8,3.75,2013,46992
5404,BMW 5 Series 2003-2012 520d,BMW,Pune,Diesel,Automatic,Third,1995,177,5,18.48,12,2010,170000
5405,Audi Q7 3.0 TDI Quattro Premium Plus,Audi,Delhi,Diesel,Automatic,First,2967,241.4,7,12.07,32,2014,58000
5406,Hyundai Grand i10 CRDi Magna,Hyundai,Jaipur,Diesel,Manual,Second,1120,70,5,24,4,2015,50000
5407,Nissan Micra Diesel XV,Nissan,Kolkata,Diesel,Manual,First,1461,63.1,5,23.08,2.6,2011,39010
5408,Hyundai Grand i10 Sportz,Hyundai,Jaipur,Petrol,Manual,First,1197,82,5,18.9,4.45,2016,26946
5409,Hyundai EON Era,Hyundai,Pune,Petrol,Manual,First,814,55.2,5,21.1,2.6,2015,28700
5410,Mercedes-Benz New C-Class C250 Avantgarde,MercedesBenz,Chennai,Petrol,Automatic,First,1796,186,5,11.74,16,2011,60000
5411,Land Rover Range Rover 2.2L Pure,Land,Delhi,Diesel,Automatic,First,2179,187.7,5,12.7,32.5,2014,38999
5412,Mahindra Ssangyong Rexton RX7,Mahindra,Mumbai,Diesel,Automatic,First,2696,184,7,11.18,13.85,2016,39000
5413,Maruti Ciaz 1.4 Delta,Maruti,Coimbatore,Petrol,Manual,First,1373,91.1,5,20.73,8.76,2018,7784
5414,Mercedes-Benz R-Class R350 4Matic Long,MercedesBenz,Kochi,Petrol,Automatic,First,3498,272,7,11.8,23.68,2014,45710
5415,Maruti Dzire AMT VXI,Maruti,Chennai,Petrol,Automatic,First,1197,81.8,5,22,5.5,2017,42000
5416,Land Rover Range Rover Vogue SE 4.4 SDV8,Land,Coimbatore,Diesel,Automatic,Second,4367,335.3,5,11.49,65.81,2013,75995
5417,Renault Duster 110PS Diesel RxZ,Renault,Kolkata,Diesel,Manual,First,1461,108.45,5,19.01,4.99,2013,57000
5418,Hyundai Verna 1.6 SX,Hyundai,Chennai,Diesel,Manual,Second,1582,126.32,5,22.32,5.7,2013,85350
5419,Toyota Corolla Altis 1.8 VL CVT,Toyota,Coimbatore,Petrol,Automatic,First,1798,138.03,5,14.28,11.99,2016,82725
5420,BMW 3 Series Sport,BMW,Mumbai,Diesel,Automatic,Second,1995,190,5,21.76,29.99,2016,19000
5421,Ford EcoSport 1.5 Ti VCT MT Signature,Ford,Chennai,Petrol,Manual,First,1499,110.4,5,18.88,9.5,2018,13900
5422,Maruti Swift VDI BSIV,Maruti,Hyderabad,Diesel,Manual,First,1248,74,5,25.2,5.5,2014,108000
5423,Hyundai Santa Fe 4x4 AT,Hyundai,Bangalore,Diesel,Automatic,First,2199,194.3,7,11.72,23,2016,36000
5424,Tata Indica V2 DLS,Tata,Hyderabad,Diesel,Manual,First,1396,53.5,5,17.2,2.95,2013,62188
5425,Hyundai Grand i10 CRDi Sportz,Hyundai,Kochi,Diesel,Manual,First,1120,70,5,24,4.9,2015,58397
5426,Hyundai Santro Xing XL,Hyundai,Chennai,Petrol,Manual,Third,1086,74,5,0,1.3,2006,85000
5427,Maruti Wagon R VXI AMT,Maruti,Delhi,Petrol,Automatic,First,998,67,5,22.5,4.25,2016,30000
5428,Mahindra XUV500 W10 2WD,Mahindra,Kochi,Diesel,Manual,First,2179,140,7,16,16.36,2018,29907
5429,Audi A4 2.0 TDI,Audi,Kolkata,Diesel,Automatic,First,1968,147.51,5,16.55,9.95,2009,46000
5430,Volkswagen Vento Diesel Highline,Volkswagen,Bangalore,Diesel,Manual,First,1598,103.6,5,20.54,5.5,2012,65000
5431,Maruti Vitara Brezza ZDi Plus Dual Tone,Maruti,Delhi,Diesel,Manual,First,1248,88.5,5,24.3,8.25,2016,22000
5432,Maruti Zen LX,Maruti,Chennai,Petrol,Manual,First,993,60,5,17.3,0.95,2002,99024
5433,Hyundai i10 Era,Hyundai,Kochi,Petrol,Manual,First,1086,68.05,5,19.81,4.01,2016,34952
5434,Honda WR-V Edge Edition i-VTEC S,Honda,Kochi,Petrol,Manual,First,1199,88.7,5,17.5,8.2,2019,13913
5435,Honda City i DTEC VX,Honda,Chennai,Diesel,Manual,Second,1498,98.6,5,25.1,6.2,2014,71000
5436,Toyota Fortuner 4x2 4 Speed AT,Toyota,Chennai,Diesel,Automatic,First,2982,169,7,11.5,16.75,2012,97000
5437,Mahindra XUV500 AT W10 FWD,Mahindra,Delhi,Diesel,Automatic,First,2179,140,7,16,16.5,2017,21000
5438,Ford Endeavour XLT TDCi 4X4,Ford,Mumbai,Diesel,Manual,Third,2499,74,7,10.9,3.75,2007,116000
5439,Ford Figo Diesel ZXI,Ford,Kolkata,Diesel,Manual,First,1399,68.05,5,20,3.5,2012,110438
5440,Honda Jazz 1.2 V CVT i VTEC,Honda,Coimbatore,Petrol,Automatic,Second,1199,88.7,5,19,5.43,2017,66507
5441,Ford Endeavour 3.2 Titanium AT 4X4,Ford,Coimbatore,Diesel,Automatic,First,3198,197,7,10.91,30.35,2017,54650
5442,Nissan Sunny XL CVT,Nissan,Hyderabad,Petrol,Automatic,First,1498,99.6,5,17.97,7.99,2014,32000
5443,Skoda Octavia Ambiente 1.9 TDI MT,Skoda,Coimbatore,Diesel,Manual,First,1896,66,5,18.7,3.59,2011,75378
5444,Chevrolet Beat Diesel LT,Chevrolet,Chennai,Diesel,Manual,First,936,57.6,5,25.44,1.9,2012,82697
5445,Toyota Camry W2 (AT),Toyota,Chennai,Petrol,Automatic,First,2362,164.7,5,12.1,4.7,2009,135000
5446,Renault Duster 110PS Diesel RxZ,Renault,Chennai,Diesel,Manual,First,1461,108.45,5,19.01,7.25,2012,149000
5447,Mercedes-Benz GLA Class 200 d Style,MercedesBenz,Kochi,Diesel,Automatic,First,2143,136,5,17.9,24.46,2016,26212
5448,Tata Zest Revotron 1.2T XMS,Tata,Pune,Petrol,Manual,Second,1193,88.7,5,17.57,3.9,2014,23500
5449,Hyundai i20 1.2 Magna,Hyundai,Coimbatore,Petrol,Manual,First,1197,80,5,18.5,5.15,2013,56127
5450,Maruti Wagon R VXI AMT1.2,Maruti,Mumbai,Petrol,Automatic,First,1197,81.8,5,21.5,3.65,2015,26000
5451,Hyundai Xcent 1.2 CRDi S,Hyundai,Kolkata,Diesel,Manual,First,1186,73.97,5,25.4,5,2016,26000
5452,Honda City 1.5 S MT,Honda,Kolkata,Petrol,Manual,First,1497,118,5,17,2.3,2009,42000
5453,Hyundai Accent GLE,Hyundai,Pune,Petrol,Manual,Second,1495,94,5,13.2,0.75,2001,130000
5454,Hyundai Verna Xi (Petrol),Hyundai,Kochi,Petrol,Manual,Second,1599,103.2,5,13.9,1.85,2009,137148
5455,Ford Figo Petrol ZXI,Ford,Kolkata,Petrol,Manual,First,1196,70,5,15.6,1.8,2010,114703
5456,Honda Amaze S i-Dtech,Honda,Kochi,Diesel,Manual,First,1498,98.6,5,25.8,4.41,2014,97439
5457,Maruti Wagon R LX BSII,Maruti,Chennai,Petrol,Manual,First,998,67.1,5,18.9,2,2006,40000
5458,Maruti Swift VDI BSIV,Maruti,Hyderabad,Diesel,Manual,First,1248,74,5,17.8,5.55,2014,81609
5459,Mercedes-Benz E-Class Facelift,MercedesBenz,Bangalore,Diesel,Automatic,First,2987,258,5,13,31.75,2014,28000
5460,Audi A6 2011-2015 35 TDI Technology,Audi,Bangalore,Diesel,Automatic,First,1968,174.33,5,17.68,32,2015,37500
5461,Mercedes-Benz S Class 2005 2013 S 350 CDI,MercedesBenz,Hyderabad,Diesel,Automatic,First,2987,282,5,13.5,21,2010,37000
5462,Maruti Swift Dzire LDi,Maruti,Ahmedabad,Diesel,Manual,First,1248,73.9,5,19.3,2.75,2010,83000
5463,Toyota Corolla H2,Toyota,Coimbatore,Petrol,Manual,First,1794,125,5,13.4,2.64,2005,79012
5464,Mahindra Scorpio S10 7 Seater,Mahindra,Kochi,Diesel,Manual,First,2179,120,7,15.4,14.19,2018,27395
5465,Maruti Wagon R VXI,Maruti,Jaipur,Petrol,Manual,First,998,67.04,5,22.5,3.85,2017,35362
5466,Toyota Fortuner 4x2 Manual,Toyota,Delhi,Diesel,Manual,First,2982,168.5,7,13,15.5,2014,117000
5467,Maruti Zen Estilo 1.1 LX BSIII,Maruti,Mumbai,Petrol,Manual,First,1061,64,5,18.2,1.9,2010,23000
5468,Tata Nano CX,Tata,Kochi,Petrol,Manual,First,624,37.48,4,25.4,1.26,2014,59508
5469,Hyundai i20 Magna,Hyundai,Chennai,Petrol,Manual,Second,1197,80,5,18.5,2.4,2009,69000
5470,BMW 3 Series 320d,BMW,Bangalore,Diesel,Automatic,First,1995,190,5,22.69,11.5,2010,58000
5471,Mahindra XUV500 W6 2WD,Mahindra,Jaipur,Diesel,Manual,First,2179,140,7,16,8.25,2014,88511
5472,Volkswagen Vento IPL II Petrol Trendline,Volkswagen,Pune,Petrol,Manual,First,1598,105,5,15.8,2.75,2011,66000
5473,Skoda Fabia 1.2 MPI Classic,Skoda,Delhi,Petrol,Manual,Second,1198,70,5,17.5,1.4,2009,65000
5474,Tata Nano Twist XT,Tata,Coimbatore,Petrol,Manual,First,624,37.5,4,25.4,2.9,2015,30676
5475,Ford Figo Diesel EXI,Ford,Chennai,Diesel,Manual,First,1399,68,5,20,2.4,2011,76000
5476,Volkswagen Vento IPL II Petrol Highline AT,Volkswagen,Pune,Petrol,Automatic,First,1598,105,5,14.8,4.75,2013,23627
5477,Land Rover Range Rover HSE Dynamic,Land,Kochi,Diesel,Automatic,First,2179,187.7,5,12.7,44.76,2018,52827
5478,Honda City i DTEC SV,Honda,Kochi,Diesel,Manual,First,1498,98.6,5,26,6.22,2015,64465
5479,Renault KWID Climber 1.0 AMT,Renault,Chennai,Petrol,Automatic,First,999,67,5,22.5,4.5,2018,14000
5480,Hyundai Grand i10 Asta Option,Hyundai,Mumbai,Petrol,Manual,First,1197,82,5,18.9,4.25,2015,26000
5481,Chevrolet Cruze LTZ AT,Chevrolet,Hyderabad,Diesel,Automatic,First,1991,147.9,4,18.1,5.5,2011,78203
5482,Hyundai i20 1.4 Asta,Hyundai,Mumbai,Diesel,Manual,First,1396,88.73,5,22.54,6.95,2017,27000
5483,Maruti Alto K10 VXI AGS,Maruti,Coimbatore,Petrol,Automatic,First,998,67.1,5,24.07,4.56,2018,31919
5484,Hyundai Creta 1.6 SX Option Diesel,Hyundai,Coimbatore,Diesel,Manual,First,1582,126.2,5,20.5,13.82,2016,47392
5485,Honda Amaze VX i-Vtech,Honda,Mumbai,Petrol,Manual,First,1198,86.7,5,18,5.65,2016,17362
5486,Hyundai i20 Active 1.4 SX Dual Tone,Hyundai,Kochi,Diesel,Manual,First,1396,88.73,5,21.19,6.2,2016,49716
5487,Maruti Celerio VXI,Maruti,Delhi,Petrol,Manual,First,998,67.04,5,23.1,3.25,2014,48000
5488,Audi A4 2.0 TDI,Audi,Kolkata,Diesel,Automatic,First,1968,147.51,5,16.55,8.5,2009,46000
5489,Hyundai Verna 1.4 CRDi,Hyundai,Bangalore,Diesel,Manual,First,1396,88.7,5,24.8,7.25,2016,79000
5490,Renault Fluence Diesel E4,Renault,Pune,Diesel,Manual,First,1461,78,5,21.8,4.61,2013,57000
5491,Volkswagen Polo 1.2 MPI Highline,Volkswagen,Delhi,Petrol,Manual,First,1199,74,5,16.2,5.3,2016,29754
5492,Tata Indigo LX,Tata,Ahmedabad,Diesel,Manual,First,1405,70,5,17,1.9,2012,50123
5493,Hyundai i10 Sportz,Hyundai,Kochi,Petrol,Manual,First,1197,78.9,5,20.36,3.09,2012,57184
5494,BMW 7 Series 730Ld Sedan,BMW,Mumbai,Diesel,Automatic,Second,2993,258,5,16.46,9.5,2007,75000
5495,Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,Mumbai,Diesel,Automatic,First,1582,126.2,5,17.01,12.65,2015,26000
5496,Hyundai Grand i10 Magna,Hyundai,Delhi,Petrol,Manual,First,1197,82,5,18.9,4.25,2016,22129
5497,Maruti Ritz VDi,Maruti,Hyderabad,Diesel,Manual,First,1248,73.9,5,21.1,2.95,2011,127887
5498,Mahindra Scorpio 2.6 SLX CRDe,Mahindra,Hyderabad,Diesel,Manual,First,2179,120,8,10.5,3.45,2006,92000
5499,Hyundai i10 Era,Hyundai,Hyderabad,Petrol,Manual,First,1086,68.05,5,19.81,3.3,2011,60634
5500,Tata Safari Storme 2012-2015 VX,Tata,Hyderabad,Diesel,Manual,First,2179,138.1,7,14,8,2014,90000
5501,Honda Civic 2006-2010 1.8 V MT,Honda,Kolkata,Petrol,Manual,First,1799,130,5,13.5,2.71,2009,59000
5502,Maruti Zen Estilo LXI BSIII,Maruti,Hyderabad,Petrol,Manual,First,998,67.1,5,18.2,2.7,2012,59293
5503,Maruti Swift Dzire VDI,Maruti,Mumbai,Diesel,Manual,Second,1248,74,5,23.4,4.5,2012,80753
5504,Toyota Fortuner 4x2 Manual,Toyota,Delhi,Diesel,Manual,Second,2982,168.5,7,13,18.75,2015,40000
5505,Maruti Swift VDI,Maruti,Pune,Diesel,Manual,Second,1248,74,5,28.4,5.25,2014,103000
5506,Maruti Wagon R Duo LX BSIII,Maruti,Hyderabad,LPG,Manual,First,998,58.2,5,26.2,3.2,2012,72389
5507,Maruti Dzire LDI,Maruti,Pune,Diesel,Manual,First,1248,73.75,5,28.4,6,2017,48000
5508,Hyundai Grand i10 Asta,Hyundai,Kolkata,Petrol,Manual,First,1197,82,5,18.9,3.14,2014,41000
5509,Renault KWID RXL,Renault,Jaipur,Petrol,Manual,First,799,53.3,5,25.17,2.55,2016,26000
5510,Tata Indigo CS eGLX BS IV,Tata,Jaipur,Petrol,Manual,Second,1193,64.08,5,15.64,2.3,2012,30000
5511,Ford Figo Diesel Titanium,Ford,Hyderabad,Diesel,Manual,First,1399,68.05,5,20,5.65,2014,74624
5512,Porsche Cayenne 2009-2014 Diesel,Porsche,Kochi,Diesel,Automatic,First,2967,240,5,15.15,48.22,2015,47877
5513,Maruti Alto K10 VXI,Maruti,Jaipur,Petrol,Manual,First,998,67.1,5,24.07,3,2016,35000
5514,Volkswagen Vento 1.5 TDI Highline,Volkswagen,Ahmedabad,Diesel,Manual,First,1498,103.2,5,20.34,7.5,2015,52123
5515,Mahindra Scorpio 2.6 SLX CRDe,Mahindra,Bangalore,Diesel,Manual,First,2179,120,8,10.5,2.6,2005,90000
5516,BMW X3 xDrive 20d Luxury Line,BMW,Mumbai,Diesel,Automatic,First,1995,190,5,18.56,61.25,2018,1400
5517,Honda City 1.5 V MT,Honda,Chennai,Petrol,Manual,Second,1497,118,5,17,3.5,2009,122000
5518,Mini Cooper 3 DOOR S,Mini,Kochi,Petrol,Automatic,First,1998,189.08,4,17.44,28.95,2016,21110
5519,Mitsubishi Pajero Sport 4X4 AT,Mitsubishi,Pune,Diesel,Automatic,First,2477,175.56,6,13.5,15,2015,78000
5520,Maruti Swift Dzire VDi,Maruti,Jaipur,Diesel,Manual,First,1248,73.9,5,19.3,4.25,2012,72000
5521,Bentley Continental Flying Spur,Bentley,Hyderabad,Petrol,Automatic,First,5998,552,4,8.6,59,2006,48000
5522,Maruti Ertiga VDI,Maruti,Pune,Diesel,Manual,First,1248,88.76,7,20.77,6.6,2013,43486
5523,Toyota Innova 2.5 G4 Diesel 7-seater,Toyota,Hyderabad,Diesel,Manual,Second,2494,102,7,12.8,5.2,2007,199000
5524,Mercedes-Benz New C-Class C 200 Kompressor Elegance MT,MercedesBenz,Chennai,Petrol,Manual,First,1796,178,5,11.7,10,2010,34000
5525,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,MercedesBenz,Bangalore,Diesel,Automatic,First,2143,167.62,5,14.84,35,2016,37944
5526,Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,Mumbai,Diesel,Manual,First,1498,89.84,5,22.7,8.75,2017,30000
5527,Toyota Etios Liva 1.2 G,Toyota,Coimbatore,Petrol,Manual,First,1197,78.9,5,17.71,4.57,2015,64005
5528,Hyundai i10 Magna 1.2,Hyundai,Delhi,Petrol,Manual,First,1197,78.9,5,20.36,2.5,2012,62000
5529,Hyundai Santro LP - Euro II,Hyundai,Chennai,Petrol,Manual,First,999,74,5,0,1.75,2005,105000
